Gender,Race,MOS_Type,ranklit,sex,appdate,YearsOnJob,YearsOnJob (bins)
Female,Black,Civilian,Other,Female,04/23/2007,17,15
Female,Black,Civilian,Other,Female,04/23/2007,17,15
Female,Black,Civilian,Other,Female,04/23/2007,17,15
Female,Black,Civilian,Other,Female,04/23/2007,17,15
Female,Black,Civilian,Other,Female,06/04/2007,17,15
Female,Black,Civilian,Other,Female,08/20/2007,17,15
Female,Black,Civilian,Other,Female,09/10/2007,17,15
Female,Black,Civilian,Other,Female,11/26/2007,16,15
Female,Black,Civilian,Other,Female,01/14/2008,16,15
Female,Black,Civilian,Other,Female,01/22/2008,16,15
Female,Black,Civilian,Other,Female,01/22/2008,16,15
Female,Black,Civilian,Other,Female,03/31/2008,16,15
Female,Black,Civilian,Other,Female,05/05/2008,16,15
Female,Black,Civilian,Other,Female,06/02/2008,16,15
Female,Black,Civilian,Other,Female,08/18/2008,16,15
Female,Black,Civilian,Other,Female,08/18/2008,16,15
Female,Black,Civilian,Other,Female,09/12/2008,16,15
Female,Black,Civilian,Other,Female,03/16/2009,15,15
Female,Black,Civilian,Other,Female,08/03/2009,15,15
Female,Black,Civilian,Other,Female,09/15/2009,15,15
Female,Black,Civilian,Other,Female,09/15/2009,15,15
Female,Black,Civilian,Other,Female,09/15/2009,15,15
Female,Black,Civilian,Other,Female,01/13/2010,14,10
Female,Black,Civilian,Other,Female,07/12/2010,14,10
Female,Black,Civilian,Other,Female,09/02/2010,14,10
Female,Black,Civilian,Other,Female,09/29/2010,14,10
Female,Black,Civilian,Other,Female,02/10/2012,12,10
Female,Black,Civilian,Other,Female,02/28/2012,12,10
Female,Black,Civilian,Other,Female,02/28/2012,12,10
Female,Black,Civilian,Other,Female,03/13/2012,12,10
Female,Black,Civilian,Other,Female,06/19/2012,12,10
Female,Black,Civilian,Other,Female,06/19/2012,12,10
Female,Black,Civilian,Other,Female,09/27/2012,12,10
Female,Black,Civilian,Other,Female,10/07/2012,11,10
Female,Black,Civilian,Other,Female,01/09/2013,11,10
Female,Black,Civilian,Other,Female,02/04/2013,11,10
Female,Black,Civilian,Other,Female,02/04/2013,11,10
Female,Black,Civilian,Other,Female,03/04/2013,11,10
Female,Black,Civilian,Other,Female,03/15/2013,11,10
Female,Black,Civilian,Other,Female,03/15/2013,11,10
Female,Black,Civilian,Other,Female,05/20/2013,11,10
Female,Black,Civilian,Other,Female,07/22/2013,11,10
Female,Black,Civilian,Other,Female,09/04/2013,11,10
Female,Black,Civilian,Other,Female,09/16/2013,11,10
Female,Black,Civilian,Other,Female,10/29/2013,10,10
Female,Black,Civilian,Other,Female,02/18/2014,10,10
Female,Black,Civilian,Other,Female,02/25/2014,10,10
Female,Black,Civilian,Other,Female,02/25/2014,10,10
Female,Black,Civilian,Other,Female,03/17/2014,10,10
Female,Black,Civilian,Other,Female,06/24/2014,10,10
Female,Black,Civilian,Other,Female,06/24/2014,10,10
Female,Black,Civilian,Other,Female,09/04/2014,10,10
Female,Black,Civilian,Other,Female,09/08/2014,10,10
Female,Black,Civilian,Other,Female,09/15/2014,10,10
Female,Black,Civilian,Other,Female,10/20/2014,9,5
Female,Black,Civilian,Other,Female,11/17/2014,9,5
Female,Black,Civilian,Other,Female,02/24/2015,9,5
Female,Black,Civilian,Other,Female,03/12/2015,9,5
Female,Black,Civilian,Other,Female,03/31/2015,9,5
Female,Black,Civilian,Other,Female,03/31/2015,9,5
Female,Black,Civilian,Other,Female,04/27/2015,9,5
Female,Black,Civilian,Other,Female,05/29/2015,9,5
Female,Black,Civilian,Other,Female,06/08/2015,9,5
Female,Black,Civilian,Other,Female,11/23/2015,8,5
Female,Black,Civilian,Other,Female,11/30/2015,8,5
Female,Black,Civilian,Other,Female,12/11/2015,8,5
Female,Black,Civilian,Other,Female,12/22/2015,8,5
Female,Black,Civilian,Other,Female,02/23/2016,8,5
Female,Black,Civilian,Other,Female,04/26/2016,8,5
Female,Black,Civilian,Other,Female,04/26/2016,8,5
Female,Black,Civilian,Other,Female,06/08/2016,8,5
Female,Black,Civilian,Other,Female,06/16/2016,8,5
Female,Black,Civilian,Other,Female,06/16/2016,8,5
Female,Black,Civilian,,Female,08/15/2016,8,5
Female,Black,Civilian,Other,Female,09/07/2016,8,5
Female,Black,Civilian,Other,Female,10/17/2016,7,5
Female,Black,Civilian,Other,Female,10/17/2016,7,5
Female,Black,Civilian,Other,Female,10/24/2016,7,5
Female,Black,Civilian,Other,Female,12/19/2016,7,5
Female,Black,Civilian,Other,Female,12/22/2016,7,5
Female,Black,Civilian,Other,Female,12/22/2016,7,5
Female,Black,Civilian,Other,Female,01/03/2017,7,5
Female,Black,Civilian,Other,Female,01/23/2017,7,5
Female,Black,Civilian,Other,Female,01/23/2017,7,5
Female,Black,Civilian,Other,Female,01/23/2017,7,5
Female,Black,Civilian,Other,Female,02/27/2017,7,5
Female,Black,Civilian,Other,Female,03/13/2017,7,5
Female,Black,Civilian,Other,Female,04/17/2017,7,5
Female,Black,Civilian,Other,Female,04/24/2017,7,5
Female,Black,Civilian,Other,Female,05/01/2017,7,5
Female,Black,Civilian,Other,Female,05/01/2017,7,5
Female,Black,Civilian,Other,Female,06/12/2017,7,5
Female,Black,Civilian,Other,Female,07/10/2017,7,5
Female,Black,Civilian,Other,Female,07/10/2017,7,5
Female,Black,Civilian,Other,Female,07/10/2017,7,5
Female,Black,Civilian,Other,Female,07/17/2017,7,5
Female,Black,Civilian,Other,Female,07/17/2017,7,5
Female,Black,Civilian,Other,Female,07/31/2017,7,5
Female,Black,Civilian,Other,Female,08/07/2017,7,5
Female,Black,Civilian,Other,Female,08/25/2017,7,5
Female,Black,Civilian,Other,Female,09/05/2017,7,5
Female,Black,Civilian,Other,Female,09/11/2017,7,5
Female,Black,Civilian,Other,Female,09/25/2017,7,5
Female,Black,Civilian,Other,Female,10/10/2017,6,5
Female,Black,Civilian,Other,Female,10/16/2017,6,5
Female,Black,Civilian,Other,Female,11/13/2017,6,5
Female,Black,Civilian,Other,Female,11/13/2017,6,5
Female,Black,Civilian,Other,Female,11/13/2017,6,5
Female,Black,Civilian,Other,Female,11/13/2017,6,5
Female,Black,Civilian,Other,Female,11/13/2017,6,5
Female,Black,Civilian,Other,Female,12/18/2017,6,5
Female,Black,Civilian,Other,Female,12/18/2017,6,5
Female,Black,Civilian,Other,Female,12/18/2017,6,5
Female,Black,Civilian,Other,Female,12/18/2017,6,5
Female,Black,Civilian,Other,Female,01/02/2018,6,5
Female,Black,Civilian,Other,Female,01/09/2018,6,5
Female,Black,Civilian,Other,Female,02/09/2018,6,5
Female,Black,Civilian,Other,Female,02/26/2018,6,5
Female,Black,Civilian,Other,Female,03/05/2018,6,5
Female,Black,Civilian,Other,Female,03/19/2018,6,5
Female,Black,Civilian,Other,Female,03/19/2018,6,5
Female,Black,Civilian,Other,Female,03/19/2018,6,5
Female,Black,Civilian,Other,Female,04/16/2018,6,5
Female,Black,Civilian,Other,Female,04/16/2018,6,5
Female,Black,Civilian,Other,Female,05/01/2018,6,5
Female,Black,Civilian,Other,Female,05/21/2018,6,5
Female,Black,Civilian,Other,Female,06/04/2018,6,5
Female,Black,Civilian,Other,Female,07/09/2018,6,5
Female,Black,Civilian,Other,Female,08/27/2018,6,5
Female,Black,Civilian,Other,Female,08/27/2018,6,5
Female,Black,Civilian,Other,Female,08/27/2018,6,5
Female,Black,Civilian,Other,Female,09/04/2018,6,5
Female,Black,Civilian,Other,Female,09/04/2018,6,5
Female,Black,Civilian,Other,Female,09/24/2018,6,5
Female,Black,Civilian,Other,Female,10/01/2018,5,5
Female,Black,Civilian,Other,Female,10/15/2018,5,5
Female,Black,Civilian,Other,Female,11/07/2018,5,5
Female,Black,Civilian,Other,Female,12/10/2018,5,5
Female,Black,Civilian,Other,Female,02/11/2019,5,5
Female,Black,Civilian,Other,Female,04/01/2019,5,5
Female,Black,Civilian,Other,Female,06/10/2019,5,5
Female,Black,Civilian,Other,Female,06/10/2019,5,5
Female,Black,Civilian,Other,Female,07/08/2019,5,5
Female,Black,Civilian,Other,Female,07/23/2019,5,5
Female,Black,Civilian,Other,Female,09/16/2019,5,5
Female,Black,Civilian,Other,Female,09/27/2019,5,5
Female,Black,Civilian,Other,Female,10/08/2019,4,0
Female,Black,Civilian,Other,Female,11/08/2019,4,0
Female,Black,Civilian,Other,Female,11/12/2019,4,0
Female,Black,Civilian,Other,Female,11/25/2019,4,0
Female,Black,Civilian,Other,Female,11/25/2019,4,0
Female,Black,Civilian,Other,Female,12/09/2019,4,0
Female,Black,Civilian,Other,Female,12/09/2019,4,0
Female,Black,Civilian,Other,Female,01/06/2020,4,0
Female,Black,Civilian,Other,Female,02/18/2020,4,0
Female,Black,Civilian,Other,Female,02/25/2020,4,0
Female,Black,Civilian,Other,Female,03/23/2020,4,0
Female,Black,Civilian,Other,Female,03/23/2020,4,0
Female,Black,Civilian,Other,Female,03/23/2020,4,0
Female,Black,Civilian,Other,Female,03/24/2020,4,0
Female,Black,Civilian,Other,Female,03/25/2020,4,0
Female,Black,Civilian,Other,Female,04/26/2021,3,0
Female,Black,Civilian,Other,Female,05/10/2021,3,0
Female,Black,Civilian,Other,Female,05/17/2021,3,0
Female,Black,Civilian,Other,Female,06/01/2021,3,0
Female,Black,Civilian,Other,Female,06/07/2021,3,0
Female,Black,Civilian,,Female,06/24/2021,3,0
Female,Black,Civilian,Other,Female,07/26/2021,3,0
Female,Black,Civilian,Other,Female,08/02/2021,3,0
Female,Black,Civilian,Other,Female,08/25/2021,3,0
Female,Black,Civilian,Other,Female,08/30/2021,3,0
Female,Black,Civilian,Other,Female,09/07/2021,3,0
Female,Black,Civilian,Other,Female,09/06/2021,3,0
Female,Black,Civilian,Other,Female,09/13/2021,3,0
Female,Black,Civilian,Other,Female,09/13/2021,3,0
Female,Black,Civilian,Other,Female,09/13/2019,5,5
Female,Black,Civilian,Other,Female,11/14/2016,7,5
Female,Black,Civilian,Other,Female,08/28/2017,7,5
Female,Black,Civilian,Other,Female,10/12/2016,7,5
Female,Black,Civilian,Other,Female,11/30/2011,12,10
Female,Black,Civilian,Other,Female,04/14/2016,8,5
Female,Black,Civilian,Other,Female,03/11/2016,8,5
Female,Black,Civilian,Other,Female,03/29/2019,5,5
Female,Black,Civilian,Other,Female,11/13/2006,17,15
Female,Black,Civilian,Other,Female,09/20/2021,3,0
Female,Black,Civilian,Other,Female,09/27/2021,3,0
Female,Black,Civilian,Other,Female,06/04/2018,6,5
Female,Black,Civilian,Other,Female,10/01/2021,2,0
Female,Black,Civilian,Other,Female,10/01/2021,2,0
Female,Black,Civilian,Other,Female,10/01/2021,2,0
Female,Black,Civilian,Other,Female,10/01/2021,2,0
Female,Black,Civilian,Other,Female,10/01/2021,2,0
Female,Black,Civilian,Other,Female,10/01/2021,2,0
Female,Black,Civilian,Other,Female,10/18/2021,2,0
Female,Black,Civilian,Other,Female,10/25/2021,2,0
Female,Black,Civilian,Other,Female,10/29/2021,2,0
Female,Black,Civilian,Other,Female,10/29/2021,2,0
Female,Black,Civilian,Other,Female,01/03/2013,11,10
Female,Black,Civilian,Other,Female,01/22/2019,5,5
Female,Black,Civilian,Other,Female,10/29/2021,2,0
Female,Black,Civilian,Other,Female,01/03/2022,2,0
Female,Black,Civilian,Other,Female,01/03/2022,2,0
Female,Black,Civilian,Other,Female,12/20/2021,2,0
Female,Black,Civilian,Other,Female,01/10/2022,2,0
Female,Black,Civilian,Other,Female,01/17/2022,2,0
Female,Black,Civilian,Other,Female,01/17/2022,2,0
Female,Black,Civilian,Other,Female,01/24/2022,2,0
Female,Black,Civilian,Other,Female,02/07/2022,2,0
Female,Black,Civilian,Other,Female,02/14/2022,2,0
Female,Black,Civilian,Other,Female,02/22/2022,2,0
Female,Black,Civilian,Other,Female,09/06/2016,8,5
Female,Black,Civilian,Other,Female,03/11/2022,2,0
Female,Black,Civilian,Other,Female,03/03/2022,2,0
Female,Black,Civilian,Other,Female,03/14/2022,2,0
Female,Black,Civilian,Other,Female,03/25/2022,2,0
Female,Black,Civilian,Other,Female,03/28/2022,2,0
Female,Black,Civilian,Other,Female,04/11/2022,2,0
Female,Black,Civilian,Other,Female,04/25/2022,2,0
Female,Black,Civilian,Other,Female,04/25/2022,2,0
Female,Black,Civilian,Other,Female,05/02/2022,2,0
Female,Black,Civilian,Other,Female,05/02/2022,2,0
Female,Black,Civilian,Other,Female,05/09/2022,2,0
Female,Black,Civilian,Other,Female,05/09/2022,2,0
Female,Black,Civilian,Other,Female,05/09/2022,2,0
Female,Black,Civilian,Other,Female,05/25/2022,2,0
Female,Black,Civilian,Other,Female,06/21/2022,2,0
Female,Black,Civilian,Other,Female,07/01/2022,2,0
Female,Black,Civilian,Other,Female,07/05/2022,2,0
Female,Black,Civilian,Other,Female,07/04/2022,2,0
Female,Black,Civilian,Other,Female,07/25/2022,2,0
Female,Black,Civilian,Other,Female,08/01/2022,2,0
Female,Black,Civilian,Other,Female,08/15/2022,2,0
Female,Black,Civilian,Other,Female,08/29/2022,2,0
Female,Black,Civilian,Other,Female,08/29/2022,2,0
Female,Black,Civilian,Other,Female,08/29/2022,2,0
Female,Black,Civilian,Other,Female,09/12/2022,2,0
Female,Black,Civilian,Other,Female,09/12/2022,2,0
Female,Black,Civilian,Other,Female,09/12/2022,2,0
Female,Black,Civilian,Other,Female,09/12/2022,2,0
Female,Black,Civilian,Other,Female,09/12/2022,2,0
Female,Black,Civilian,Other,Female,09/19/2022,2,0
Female,Black,Civilian,Other,Female,09/19/2022,2,0
Female,Black,Civilian,Other,Female,09/26/2022,2,0
Female,Black,Civilian,Other,Female,09/26/2022,2,0
Female,Black,Civilian,Other,Female,09/26/2022,2,0
Female,Black,Civilian,Other,Female,12/11/2008,15,15
Female,Black,Civilian,,Female,10/02/2023,0,0
Female,Black,Civilian,Other,Female,10/09/2023,0,0
Female,Black,Civilian,Other,Female,10/10/2023,0,0
Female,Black,Civilian,Other,Female,10/23/2023,0,0
Female,Black,Civilian,Other,Female,10/23/2023,0,0
Female,Black,Civilian,,Female,10/23/2023,0,0
Female,Black,Civilian,Other,Female,11/20/2023,0,0
Female,Black,Civilian,Other,Female,11/20/2023,0,0
Female,Black,Civilian,,Female,12/04/2023,0,0
Female,Black,Civilian,Other,Female,01/15/2024,0,0
Female,Black,Civilian,Other,Female,01/16/2024,0,0
Female,Black,Civilian,Other,Female,01/16/2024,0,0
Female,Black,Civilian,Other,Female,01/29/2024,0,0
Female,Black,Civilian,Other,Female,03/25/2024,0,0
Female,Black,Civilian,Other,Female,06/04/2024,0,0
Female,Black,Civilian,Other,Female,06/04/2024,0,0
Female,Black,Civilian,Other,Female,06/04/2024,0,0
Female,Black,Civilian,Other,Female,06/04/2024,0,0
Female,Black,Civilian,Other,Female,07/08/2024,0,0
Female,Black,Civilian,Other,Female,07/15/2024,0,0
Female,Black,Civilian,Other,Female,07/29/2024,0,0
Female,Black,Civilian,Other,Female,08/05/2024,0,0
Female,Black,Civilian,Other,Female,08/12/2024,0,0
Female,Black,Civilian,Other,Female,08/26/2024,0,0
Female,Black,Civilian,Other,Female,08/26/2024,0,0
Female,Black,Civilian,,Female,09/03/2024,0,0
Female,Black,Civilian,Other,Female,07/01/2003,21,20
Female,Black,Civilian,Other,Female,10/10/2022,1,0
Female,Black,Civilian,Other,Female,10/11/2022,1,0
Female,Black,Civilian,Other,Female,10/24/2022,1,0
Female,Black,Civilian,Other,Female,10/24/2022,1,0
Female,Black,Civilian,Other,Female,11/14/2022,1,0
Female,Black,Civilian,Other,Female,11/14/2022,1,0
Female,Black,Civilian,Other,Female,11/14/2022,1,0
Female,Black,Civilian,Other,Female,12/05/2022,1,0
Female,Black,Civilian,Other,Female,12/05/2022,1,0
Female,Black,Civilian,Other,Female,12/05/2022,1,0
Female,Black,Civilian,Other,Female,12/05/2022,1,0
Female,Black,Civilian,Other,Female,12/19/2022,1,0
Female,Black,Civilian,Other,Female,12/19/2022,1,0
Female,Black,Civilian,Other,Female,12/19/2022,1,0
Female,Black,Civilian,Other,Female,12/19/2022,1,0
Female,Black,Civilian,Other,Female,12/19/2022,1,0
Female,Black,Civilian,Other,Female,01/16/2023,1,0
Female,Black,Civilian,Other,Female,01/16/2023,1,0
Female,Black,Civilian,Other,Female,01/30/2023,1,0
Female,Black,Civilian,Other,Female,01/30/2023,1,0
Female,Black,Civilian,Other,Female,02/13/2023,1,0
Female,Black,Civilian,Other,Female,02/13/2023,1,0
Female,Black,Civilian,Other,Female,02/27/2023,1,0
Female,Black,Civilian,Other,Female,03/06/2023,1,0
Female,Black,Civilian,Other,Female,03/06/2023,1,0
Female,Black,Civilian,Other,Female,03/13/2023,1,0
Female,Black,Civilian,Other,Female,03/27/2023,1,0
Female,Black,Civilian,Other,Female,03/27/2023,1,0
Female,Black,Civilian,Other,Female,04/10/2023,1,0
Female,Black,Civilian,Other,Female,04/10/2023,1,0
Female,Black,Civilian,Other,Female,04/10/2023,1,0
Female,Black,Civilian,Other,Female,04/10/2023,1,0
Female,Black,Civilian,Other,Female,04/17/2023,1,0
Female,Black,Civilian,Other,Female,04/17/2023,1,0
Female,Black,Civilian,Other,Female,04/17/2023,1,0
Female,Black,Civilian,Other,Female,04/17/2023,1,0
Female,Black,Civilian,Other,Female,04/24/2023,1,0
Female,Black,Civilian,Other,Female,04/24/2023,1,0
Female,Black,Civilian,Other,Female,04/24/2023,1,0
Female,Black,Civilian,Other,Female,04/24/2023,1,0
Female,Black,Civilian,Other,Female,04/24/2023,1,0
Female,Black,Civilian,Other,Female,04/24/2023,1,0
Female,Black,Civilian,Other,Female,04/24/2023,1,0
Female,Black,Civilian,Other,Female,05/01/2023,1,0
Female,Black,Civilian,Other,Female,05/08/2023,1,0
Female,Black,Civilian,Other,Female,05/08/2023,1,0
Female,Black,Civilian,Other,Female,05/08/2023,1,0
Female,Black,Civilian,Other,Female,05/22/2023,1,0
Female,Black,Civilian,Other,Female,05/22/2023,1,0
Female,Black,Civilian,Other,Female,05/22/2023,1,0
Female,Black,Civilian,Other,Female,05/22/2023,1,0
Female,Black,Civilian,Other,Female,05/22/2023,1,0
Female,Black,Civilian,Other,Female,05/22/2023,1,0
Female,Black,Civilian,Other,Female,05/30/2023,1,0
Female,Black,Civilian,Other,Female,05/30/2023,1,0
Female,Black,Civilian,Other,Female,06/05/2023,1,0
Female,Black,Civilian,Other,Female,06/05/2023,1,0
Female,Black,Civilian,Other,Female,06/19/2023,1,0
Female,Black,Civilian,Other,Female,06/20/2023,1,0
Female,Black,Civilian,Other,Female,06/20/2023,1,0
Female,Black,Civilian,Other,Female,06/20/2023,1,0
Female,Black,Civilian,Other,Female,06/20/2023,1,0
Female,Black,Civilian,Other,Female,07/17/2023,1,0
Female,Black,Civilian,Other,Female,07/17/2023,1,0
Female,Black,Civilian,Other,Female,07/17/2023,1,0
Female,Black,Civilian,Other,Female,07/31/2023,1,0
Female,Black,Civilian,Other,Female,07/31/2023,1,0
Female,Black,Civilian,Other,Female,07/31/2023,1,0
Female,Black,Civilian,Other,Female,07/31/2023,1,0
Female,Black,Civilian,Other,Female,07/31/2023,1,0
Female,Black,Civilian,Other,Female,08/14/2023,1,0
Female,Black,Civilian,Other,Female,08/14/2023,1,0
Female,Black,Civilian,Other,Female,08/14/2023,1,0
Female,Black,Civilian,Other,Female,08/28/2023,1,0
Female,Black,Civilian,Other,Female,08/28/2023,1,0
Female,Black,Civilian,Other,Female,08/28/2023,1,0
Female,Black,Civilian,Other,Female,08/28/2023,1,0
Female,Black,Civilian,Other,Female,08/28/2023,1,0
Female,Black,Civilian,Other,Female,08/28/2023,1,0
Female,Black,Civilian,Other,Female,09/18/2023,1,0
Female,Black,Civilian,Other,Female,09/18/2023,1,0
Female,Black,Civilian,Other,Female,09/18/2023,1,0
Female,Black,Civilian,Other,Female,09/25/2023,1,0
Female,Black,Civilian,Other,Female,09/25/2023,1,0
Female,Black,Civilian,Other,Female,09/25/2023,1,0
Female,Black,Civilian,PCT,Female,08/11/1988,36,35
Female,Black,Civilian,PCT,Female,09/22/1988,36,35
Female,Black,Civilian,PCT,Female,07/31/1991,33,30
Female,Black,Civilian,PCT,Female,01/10/1989,35,35
Female,Black,Civilian,PCT,Female,07/19/1993,31,30
Female,Black,Civilian,PCT,Female,07/19/1993,31,30
Female,Black,Civilian,PCT,Female,07/05/1994,30,30
Female,Black,Civilian,PCT,Female,12/30/1993,30,30
Female,Black,Civilian,PCT,Female,07/31/1988,36,35
Female,Black,Civilian,PCT,Female,07/17/1995,29,25
Female,Black,Civilian,PCT,Female,07/17/1995,29,25
Female,Black,Civilian,PCT,Female,07/17/1995,29,25
Female,Black,Civilian,PCT,Female,07/17/1995,29,25
Female,Black,Civilian,PCT,Female,07/17/1995,29,25
Female,Black,Civilian,PCT,Female,07/17/1995,29,25
Female,Black,Civilian,PCT,Female,07/17/1995,29,25
Female,Black,Civilian,PCT,Female,09/25/1995,29,25
Female,Black,Civilian,PCT,Female,09/25/1995,29,25
Female,Black,Civilian,PCT,Female,09/25/1995,29,25
Female,Black,Civilian,PCT,Female,09/25/1995,29,25
Female,Black,Civilian,PCT,Female,07/29/1996,28,25
Female,Black,Civilian,PCT,Female,04/20/1998,26,25
Female,Black,Civilian,PCT,Female,04/20/1998,26,25
Female,Black,Civilian,PCT,Female,04/20/1998,26,25
Female,Black,Civilian,PCT,Female,07/20/1998,26,25
Female,Black,Civilian,PCT,Female,10/16/1998,25,25
Female,Black,Civilian,PCT,Female,10/16/1998,25,25
Female,Black,Civilian,PCT,Female,10/16/1998,25,25
Female,Black,Civilian,PCT,Female,06/07/1999,25,25
Female,Black,Civilian,PCT,Female,07/30/1999,25,25
Female,Black,Civilian,PCT,Female,07/30/1999,25,25
Female,Black,Civilian,PCT,Female,07/30/1999,25,25
Female,Black,Civilian,PCT,Female,07/30/1999,25,25
Female,Black,Civilian,PCT,Female,07/30/1999,25,25
Female,Black,Civilian,PCT,Female,07/30/1999,25,25
Female,Black,Civilian,PCT,Female,09/24/1999,25,25
Female,Black,Civilian,PCT,Female,09/24/1999,25,25
Female,Black,Civilian,PCT,Female,12/17/1999,24,20
Female,Black,Civilian,PCT,Female,03/17/2000,24,20
Female,Black,Civilian,PCT,Female,04/27/2000,24,20
Female,Black,Civilian,PCT,Female,04/27/2000,24,20
Female,Black,Civilian,PCT,Female,05/25/2000,24,20
Female,Black,Civilian,PCT,Female,05/25/2000,24,20
Female,Black,Civilian,PCT,Female,05/25/2000,24,20
Female,Black,Civilian,PCT,Female,05/25/2000,24,20
Female,Black,Civilian,PCT,Female,05/25/2000,24,20
Female,Black,Civilian,PCT,Female,05/25/2000,24,20
Female,Black,Civilian,PCT,Female,07/28/2000,24,20
Female,Black,Civilian,PCT,Female,07/28/2000,24,20
Female,Black,Civilian,PCT,Female,07/28/2000,24,20
Female,Black,Civilian,PCT,Female,07/28/2000,24,20
Female,Black,Civilian,PCT,Female,11/17/2000,23,20
Female,Black,Civilian,PCT,Female,11/17/2000,23,20
Female,Black,Civilian,PCT,Female,11/17/2000,23,20
Female,Black,Civilian,PCT,Female,02/23/2001,23,20
Female,Black,Civilian,PCT,Female,02/23/2001,23,20
Female,Black,Civilian,PCT,Female,02/23/2001,23,20
Female,Black,Civilian,PCT,Female,02/23/2001,23,20
Female,Black,Civilian,PCT,Female,02/23/2001,23,20
Female,Black,Civilian,PCT,Female,02/23/2001,23,20
Female,Black,Civilian,PCT,Female,02/23/2001,23,20
Female,Black,Civilian,PCT,Female,04/27/2001,23,20
Female,Black,Civilian,PCT,Female,04/27/2001,23,20
Female,Black,Civilian,PCT,Female,04/27/2001,23,20
Female,Black,Civilian,PCT,Female,04/27/2001,23,20
Female,Black,Civilian,PCT,Female,04/27/2001,23,20
Female,Black,Civilian,PCT,Female,04/30/2001,23,20
Female,Black,Civilian,PCT,Female,04/30/2001,23,20
Female,Black,Civilian,PCT,Female,04/30/2001,23,20
Female,Black,Civilian,PCT,Female,10/12/2001,22,20
Female,Black,Civilian,PCT,Female,10/12/2001,22,20
Female,Black,Civilian,PCT,Female,10/12/2001,22,20
Female,Black,Civilian,PCT,Female,10/12/2001,22,20
Female,Black,Civilian,PCT,Female,10/12/2001,22,20
Female,Black,Civilian,PCT,Female,10/12/2001,22,20
Female,Black,Civilian,PCT,Female,12/27/2001,22,20
Female,Black,Civilian,PCT,Female,12/28/2001,22,20
Female,Black,Civilian,PCT,Female,12/28/2001,22,20
Female,Black,Civilian,PCT,Female,12/28/2001,22,20
Female,Black,Civilian,PCT,Female,12/28/2001,22,20
Female,Black,Civilian,PCT,Female,12/28/2001,22,20
Female,Black,Civilian,PCT,Female,12/28/2001,22,20
Female,Black,Civilian,PCT,Female,03/15/2002,22,20
Female,Black,Civilian,PCT,Female,03/15/2002,22,20
Female,Black,Civilian,PCT,Female,05/24/2002,22,20
Female,Black,Civilian,PCT,Female,05/24/2002,22,20
Female,Black,Civilian,PCT,Female,09/13/2002,22,20
Female,Black,Civilian,PCT,Female,09/13/2002,22,20
Female,Black,Civilian,PCT,Female,09/13/2002,22,20
Female,Black,Civilian,PCT,Female,04/11/2003,21,20
Female,Black,Civilian,PCT,Female,04/11/2003,21,20
Female,Black,Civilian,PCT,Female,04/11/2003,21,20
Female,Black,Civilian,PCT,Female,12/19/2003,20,20
Female,Black,Civilian,PCT,Female,02/13/2004,20,20
Female,Black,Civilian,PCT,Female,02/13/2004,20,20
Female,Black,Civilian,PCT,Female,04/30/2004,20,20
Female,Black,Civilian,PCT,Female,09/10/2004,20,20
Female,Black,Civilian,PCT,Female,09/10/2004,20,20
Female,Black,Civilian,PCT,Female,09/10/2004,20,20
Female,Black,Civilian,PCT,Female,09/10/2004,20,20
Female,Black,Civilian,PCT,Female,09/10/2004,20,20
Female,Black,Civilian,PCT,Female,12/03/2004,19,15
Female,Black,Civilian,PCT,Female,12/03/2004,19,15
Female,Black,Civilian,PCT,Female,04/15/2005,19,15
Female,Black,Civilian,PCT,Female,04/15/2005,19,15
Female,Black,Civilian,PCT,Female,08/22/2005,19,15
Female,Black,Civilian,PCT,Female,12/16/2005,18,15
Female,Black,Civilian,PCT,Female,02/24/2006,18,15
Female,Black,Civilian,PCT,Female,02/24/2006,18,15
Female,Black,Civilian,PCT,Female,04/28/2006,18,15
Female,Black,Civilian,PCT,Female,04/28/2006,18,15
Female,Black,Civilian,PCT,Female,04/28/2006,18,15
Female,Black,Civilian,PCT,Female,04/28/2006,18,15
Female,Black,Civilian,PCT,Female,09/15/2006,18,15
Female,Black,Civilian,PCT,Female,09/15/2006,18,15
Female,Black,Civilian,PCT,Female,12/08/2006,17,15
Female,Black,Civilian,PCT,Female,12/08/2006,17,15
Female,Black,Civilian,PCT,Female,12/08/2006,17,15
Female,Black,Civilian,PCT,Female,12/08/2006,17,15
Female,Black,Civilian,PCT,Female,02/23/2007,17,15
Female,Black,Civilian,PCT,Female,02/23/2007,17,15
Female,Black,Civilian,PCT,Female,02/23/2007,17,15
Female,Black,Civilian,PCT,Female,02/23/2007,17,15
Female,Black,Civilian,PCT,Female,02/23/2007,17,15
Female,Black,Civilian,PCT,Female,04/27/2007,17,15
Female,Black,Civilian,PCT,Female,04/27/2007,17,15
Female,Black,Civilian,PCT,Female,04/27/2007,17,15
Female,Black,Civilian,PCT,Female,04/27/2007,17,15
Female,Black,Civilian,PCT,Female,04/27/2007,17,15
Female,Black,Civilian,PCT,Female,08/20/2007,17,15
Female,Black,Civilian,PCT,Female,09/21/2007,17,15
Female,Black,Civilian,PCT,Female,09/21/2007,17,15
Female,Black,Civilian,PCT,Female,09/21/2007,17,15
Female,Black,Civilian,PCT,Female,12/28/2007,16,15
Female,Black,Civilian,PCT,Female,12/28/2007,16,15
